age,state,state.fips,origin,hiv,homeless.past.year,n,n.tx.comp.12mo,n.elig.tx.comp.12mo
15-24 years,Texas,48,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Texas,48,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Texas,48,Foreign - Born,Negative,No,936,585,737
15-24 years,Texas,48,Foreign - Born,Negative,Yes,10,2,8
15-24 years,Texas,48,Foreign - Born,Positive,No,50,19,34
15-24 years,Texas,48,Foreign - Born,Not Reported,No,522,341,474
15-24 years,Texas,48,Foreign - Born,Not Reported,Yes,6,3,6
15-24 years,Texas,48,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Texas,48,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Texas,48,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Texas,48,Not Reported,Not Reported,No,14,11,14
15-24 years,Utah,49,US - Born,Negative,No,17,10,11
15-24 years,Utah,49,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Utah,49,US - Born,Not Reported,No,9,6,8
15-24 years,Utah,49,Foreign - Born,Negative,No,40,26,30
15-24 years,Utah,49,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Utah,49,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Utah,49,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Utah,49,Foreign - Born,Not Reported,No,6,5,6
15-24 years,Vermont,50,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Vermont,50,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Vermont,50,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,US - Born,Negative,No,65,48,55
15-24 years,Virginia,51,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,US - Born,Not Reported,No,24,17,21
15-24 years,Virginia,51,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Foreign - Born,Negative,No,354,221,277
15-24 years,Virginia,51,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Foreign - Born,Positive,No,10,7,10
15-24 years,Virginia,51,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Foreign - Born,Not Reported,No,117,83,111
15-24 years,Virginia,51,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,Virginia,51,Not Reported,Negative,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Virginia,51,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Washington,53,US - Born,Negative,No,69,46,52
15-24 years,Washington,53,US - Born,Negative,Yes,5,5,5
15-24 years,Washington,53,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Washington,53,US - Born,Not Reported,No,8,7,8
15-24 years,Washington,53,Foreign - Born,Negative,No,329,215,262
15-24 years,Washington,53,Foreign - Born,Negative,Yes,14,11,13
15-24 years,Washington,53,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Washington,53,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Washington,53,Foreign - Born,Not Reported,No,84,63,81
15-24 years,Washington,53,Foreign - Born,Not Reported,Yes,Suppressed,Not Applicable,Not Applicable
15-24 years,Washington,53,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,West Virginia,54,US - Born,Negative,No,6,3,5
15-24 years,West Virginia,54,US - Born,Not Reported,No,9,4,6
15-24 years,West Virginia,54,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
15-24 years,West Virginia,54,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,US - Born,Negative,No,35,22,30
15-24 years,Wisconsin,55,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,Foreign - Born,Negative,No,89,57,71
15-24 years,Wisconsin,55,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Wisconsin,55,Foreign - Born,Not Reported,No,27,24,27
15-24 years,Wisconsin,55,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
15-24 years,Wisconsin,55,Foreign - Born,Not Reported,Not Reported,7,3,6
15-24 years,Wisconsin,55,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
15-24 years,Wisconsin,55,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Alabama,1,US - Born,Negative,No,748,603,684
25-44 years,Alabama,1,US - Born,Negative,Yes,68,53,67
25-44 years,Alabama,1,US - Born,Negative,Not Reported,12,8,11
25-44 years,Alabama,1,US - Born,Positive,No,123,43,81
25-44 years,Alabama,1,US - Born,Positive,Yes,34,16,27
25-44 years,Alabama,1,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Alabama,1,US - Born,Not Reported,No,108,81,96
25-44 years,Alabama,1,US - Born,Not Reported,Yes,17,10,16
25-44 years,Alabama,1,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Alabama,1,Foreign - Born,Negative,No,194,126,153
25-44 years,Alabama,1,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Alabama,1,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Alabama,1,Foreign - Born,Positive,No,16,10,14
25-44 years,Alabama,1,Foreign - Born,Not Reported,No,21,12,15
25-44 years,Alabama,1,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Alaska,2,US - Born,Negative,No,112,92,102
25-44 years,Alaska,2,US - Born,Negative,Yes,27,19,20
25-44 years,Alaska,2,US - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Alaska,2,US - Born,Positive,No,7,3,6
25-44 years,Alaska,2,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Alaska,2,US - Born,Not Reported,No,115,104,112
25-44 years,Alaska,2,US - Born,Not Reported,Yes,15,14,14
25-44 years,Alaska,2,US - Born,Not Reported,Not Reported,11,10,10
25-44 years,Alaska,2,Foreign - Born,Negative,No,48,38,43
25-44 years,Alaska,2,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Alaska,2,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Alaska,2,Foreign - Born,Not Reported,No,25,18,23
25-44 years,Arizona,4,US - Born,Negative,No,173,118,151
25-44 years,Arizona,4,US - Born,Negative,Yes,82,45,70
25-44 years,Arizona,4,US - Born,Negative,Not Reported,6,3,4
25-44 years,Arizona,4,US - Born,Positive,No,61,28,41
25-44 years,Arizona,4,US - Born,Positive,Yes,28,9,22
25-44 years,Arizona,4,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Arizona,4,US - Born,Not Reported,No,107,62,97
25-44 years,Arizona,4,US - Born,Not Reported,Yes,34,15,25
25-44 years,Arizona,4,US - Born,Not Reported,Not Reported,9,3,7
25-44 years,Arizona,4,Foreign - Born,Negative,No,507,325,398
25-44 years,Arizona,4,Foreign - Born,Negative,Yes,57,28,50
25-44 years,Arizona,4,Foreign - Born,Negative,Not Reported,55,22,38
25-44 years,Arizona,4,Foreign - Born,Positive,No,76,30,47
25-44 years,Arizona,4,Foreign - Born,Positive,Yes,16,8,14
25-44 years,Arizona,4,Foreign - Born,Positive,Not Reported,5,1,3
25-44 years,Arizona,4,Foreign - Born,Not Reported,No,175,98,143
25-44 years,Arizona,4,Foreign - Born,Not Reported,Yes,12,1,7
25-44 years,Arizona,4,Foreign - Born,Not Reported,Not Reported,21,5,14
25-44 years,Arizona,4,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Arizona,4,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Arizona,4,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Arkansas,5,US - Born,Negative,No,375,293,347
25-44 years,Arkansas,5,US - Born,Negative,Yes,18,14,16
25-44 years,Arkansas,5,US - Born,Negative,Not Reported,6,4,5
25-44 years,Arkansas,5,US - Born,Positive,No,51,14,30
25-44 years,Arkansas,5,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Arkansas,5,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Arkansas,5,US - Born,Not Reported,No,30,20,24
25-44 years,Arkansas,5,US - Born,Not Reported,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,Arkansas,5,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Arkansas,5,Foreign - Born,Negative,No,90,66,80
25-44 years,Arkansas,5,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Arkansas,5,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Arkansas,5,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,Arkansas,5,Foreign - Born,Not Reported,No,14,10,13
25-44 years,Arkansas,5,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,California,6,US - Born,Positive,No,841,316,613
25-44 years,California,6,US - Born,Positive,Yes,314,123,226
25-44 years,California,6,US - Born,Positive,Not Reported,106,25,65
25-44 years,California,6,US - Born,Not Reported,No,2565,1594,2139
25-44 years,California,6,US - Born,Not Reported,Yes,802,499,688
25-44 years,California,6,US - Born,Not Reported,Not Reported,215,108,182
25-44 years,California,6,Foreign - Born,Positive,No,807,354,652
25-44 years,California,6,Foreign - Born,Positive,Yes,114,54,93
25-44 years,California,6,Foreign - Born,Positive,Not Reported,71,12,43
25-44 years,California,6,Foreign - Born,Not Reported,No,11969,8160,10201
25-44 years,California,6,Foreign - Born,Not Reported,Yes,615,326,492
25-44 years,California,6,Foreign - Born,Not Reported,Not Reported,511,282,454
25-44 years,California,6,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,California,6,Not Reported,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,California,6,Not Reported,Not Reported,No,41,22,30
25-44 years,California,6,Not Reported,Not Reported,Yes,12,0,1
25-44 years,California,6,Not Reported,Not Reported,Not Reported,20,5,11
25-44 years,Colorado,8,US - Born,Negative,No,62,47,51
25-44 years,Colorado,8,US - Born,Negative,Yes,25,18,22
25-44 years,Colorado,8,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,US - Born,Positive,No,33,17,20
25-44 years,Colorado,8,US - Born,Positive,Yes,8,7,7
25-44 years,Colorado,8,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Colorado,8,US - Born,Not Reported,No,22,16,21
25-44 years,Colorado,8,US - Born,Not Reported,Yes,5,3,3
25-44 years,Colorado,8,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,Foreign - Born,Negative,No,270,204,217
25-44 years,Colorado,8,Foreign - Born,Negative,Yes,12,4,9
25-44 years,Colorado,8,Foreign - Born,Positive,No,33,16,21
25-44 years,Colorado,8,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,Foreign - Born,Not Reported,No,30,23,28
25-44 years,Colorado,8,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Colorado,8,Not Reported,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Colorado,8,Not Reported,Not Reported,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,Colorado,8,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Connecticut,9,US - Born,Negative,No,88,68,82
25-44 years,Connecticut,9,US - Born,Negative,Yes,12,7,12
25-44 years,Connecticut,9,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,US - Born,Positive,No,80,31,59
25-44 years,Connecticut,9,US - Born,Positive,Yes,18,7,12
25-44 years,Connecticut,9,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,US - Born,Not Reported,No,52,34,46
25-44 years,Connecticut,9,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Foreign - Born,Negative,No,260,162,208
25-44 years,Connecticut,9,Foreign - Born,Negative,Yes,5,2,2
25-44 years,Connecticut,9,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Foreign - Born,Positive,No,38,16,31
25-44 years,Connecticut,9,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Foreign - Born,Not Reported,No,193,129,163
25-44 years,Connecticut,9,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Connecticut,9,Not Reported,Positive,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,Delaware,10,US - Born,Negative,No,30,18,25
25-44 years,Delaware,10,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,US - Born,Positive,No,19,9,13
25-44 years,Delaware,10,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,US - Born,Not Reported,No,16,9,15
25-44 years,Delaware,10,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,US - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Delaware,10,Foreign - Born,Negative,No,79,44,58
25-44 years,Delaware,10,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,Foreign - Born,Positive,No,10,4,9
25-44 years,Delaware,10,Foreign - Born,Not Reported,No,34,23,30
25-44 years,Delaware,10,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Delaware,10,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,US - Born,Negative,No,108,78,95
25-44 years,District of Columbia,11,US - Born,Negative,Yes,17,8,16
25-44 years,District of Columbia,11,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,US - Born,Positive,No,129,50,78
25-44 years,District of Columbia,11,US - Born,Positive,Yes,34,14,21
25-44 years,District of Columbia,11,US - Born,Positive,Not Reported,8,2,3
25-44 years,District of Columbia,11,US - Born,Not Reported,No,33,13,24
25-44 years,District of Columbia,11,US - Born,Not Reported,Yes,7,2,5
25-44 years,District of Columbia,11,US - Born,Not Reported,Not Reported,15,8,12
25-44 years,District of Columbia,11,Foreign - Born,Negative,No,136,82,105
25-44 years,District of Columbia,11,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Foreign - Born,Positive,No,35,22,30
25-44 years,District of Columbia,11,Foreign - Born,Positive,Yes,5,2,2
25-44 years,District of Columbia,11,Foreign - Born,Not Reported,No,15,7,13
25-44 years,District of Columbia,11,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Not Reported,Positive,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,District of Columbia,11,Not Reported,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,District of Columbia,11,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,District of Columbia,11,Not Reported,Not Reported,Not Reported,5,0,2
25-44 years,Florida,12,US - Born,Negative,No,1376,1035,1206
25-44 years,Florida,12,US - Born,Negative,Yes,242,160,214
25-44 years,Florida,12,US - Born,Negative,Not Reported,7,4,5
25-44 years,Florida,12,US - Born,Positive,No,1345,631,935
25-44 years,Florida,12,US - Born,Positive,Yes,240,123,182
25-44 years,Florida,12,US - Born,Positive,Not Reported,222,51,123
25-44 years,Florida,12,US - Born,Not Reported,No,702,445,604
25-44 years,Florida,12,US - Born,Not Reported,Yes,103,58,88
25-44 years,Florida,12,US - Born,Not Reported,Not Reported,279,159,251
25-44 years,Florida,12,Foreign - Born,Negative,No,1575,1083,1247
25-44 years,Florida,12,Foreign - Born,Negative,Yes,55,30,43
25-44 years,Florida,12,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Florida,12,Foreign - Born,Positive,No,763,378,556
25-44 years,Florida,12,Foreign - Born,Positive,Yes,42,16,31
25-44 years,Florida,12,Foreign - Born,Positive,Not Reported,106,32,72
25-44 years,Florida,12,Foreign - Born,Not Reported,No,440,295,377
25-44 years,Florida,12,Foreign - Born,Not Reported,Yes,12,3,10
25-44 years,Florida,12,Foreign - Born,Not Reported,Not Reported,140,80,122
25-44 years,Florida,12,Not Reported,Negative,No,5,3,4
25-44 years,Florida,12,Not Reported,Positive,No,8,1,3
25-44 years,Florida,12,Not Reported,Positive,Not Reported,9,2,4
25-44 years,Florida,12,Not Reported,Not Reported,No,16,11,13
25-44 years,Florida,12,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Florida,12,Not Reported,Not Reported,Not Reported,5,3,4
25-44 years,Georgia,13,US - Born,Negative,No,1124,775,983
25-44 years,Georgia,13,US - Born,Negative,Yes,156,99,143
25-44 years,Georgia,13,US - Born,Negative,Not Reported,50,32,48
25-44 years,Georgia,13,US - Born,Positive,No,581,223,407
25-44 years,Georgia,13,US - Born,Positive,Yes,152,67,123
25-44 years,Georgia,13,US - Born,Positive,Not Reported,69,24,46
25-44 years,Georgia,13,US - Born,Not Reported,No,437,285,399
25-44 years,Georgia,13,US - Born,Not Reported,Yes,37,21,34
25-44 years,Georgia,13,US - Born,Not Reported,Not Reported,73,36,62
25-44 years,Georgia,13,Foreign - Born,Negative,No,694,421,508
25-44 years,Georgia,13,Foreign - Born,Negative,Yes,29,17,23
25-44 years,Georgia,13,Foreign - Born,Negative,Not Reported,8,5,6
25-44 years,Georgia,13,Foreign - Born,Positive,No,116,60,83
25-44 years,Georgia,13,Foreign - Born,Positive,Yes,11,7,11
25-44 years,Georgia,13,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Georgia,13,Foreign - Born,Not Reported,No,207,127,180
25-44 years,Georgia,13,Foreign - Born,Not Reported,Yes,10,5,6
25-44 years,Georgia,13,Foreign - Born,Not Reported,Not Reported,15,5,10
25-44 years,Georgia,13,Not Reported,Negative,No,7,3,6
